1766220563, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220694, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220695, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220695, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220695, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220695, 34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220695, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
34 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220696, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220696, 17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
9 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
45 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220696, 36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220696, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220697, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220697, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220697, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220697, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220698, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
7 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220698, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220698, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
46 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220698, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
36 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
16 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220698, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220699, 24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220699, 38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220699, 21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220699, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220700, 34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
35 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220700, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
25 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220700, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220700, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220701, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220701, 42 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220701, 17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220701, 41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
24 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220702, 43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
43 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220702, 17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220702, 28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220702, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220703, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
41 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
29 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220703, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220703, 17 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220703, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
16 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220703, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220704, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220704, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220704, 44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
44 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220704, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220705, 20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220705, 43 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
38 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
45 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220705, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
28 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
18 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220705, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220706, 30 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
20 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
41 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220706, 23 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
23 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220706, 27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220706, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
34 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
17 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220707, 18 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
33 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220707, 34 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
27 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
33 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220707, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220707, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
40 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220707, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
31 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
38 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220708, 40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
35 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220708, 19 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
44 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
30 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220708, 39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
22 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
21 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
27 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220708, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
26 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
37 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
39 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220709, 29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
37 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
28 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
24 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220709, 25 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
19 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
29 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
31 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220709, 26 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
32 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
32 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220709, 20 %, 1 %, 40960 MiB, 39143 MiB, 1185 MiB
20 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
40 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
21 %, 1 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220710, 22 %, 2 %, 40960 MiB, 39143 MiB, 1185 MiB
42 %, 3 %, 40960 MiB, 39141 MiB, 1187 MiB
39 %, 3 %, 40960 MiB, 39143 MiB, 1185 MiB
36 %, 2 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220710, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220710, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220710, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220710, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220711, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220711, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220711, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220711, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220712, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220712, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220712, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
1766220712, 0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
0 %, 0 %, 40960 MiB, 39143 MiB, 1185 MiB
0 %, 0 %, 40960 MiB, 39141 MiB, 1187 MiB
